File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF469RCK	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DVA	TF ChIP-seq	/human-donors/ENCDO333AAA/	CL:0002553	fibroblast of lung	primary cell	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF235UBC/, /files/ENCFF666LKV/, /files/ENCFF659YIK/	551553019	ENCODE Processing Pipeline	be3e0bb6624118272db23418d25e45c0		https://www.encodeproject.org/files/ENCFF469RCK/@@download/ENCFF469RCK.bigWig				released	s3://encode-public/2020/08/13/69a40bc5-40d5-4138-a122-32d785866c0b/ENCFF469RCK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/69a40bc5-40d5-4138-a122-32d785866c0b/ENCFF469RCK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, control low read depth, inconsistent platforms, low read depth		
ENCFF408OJF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DVA	TF ChIP-seq	/human-donors/ENCDO333AAA/	CL:0002553	fibroblast of lung	primary cell	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF235UBC/, /files/ENCFF666LKV/, /files/ENCFF659YIK/, /files/ENCFF356LFX/	779739	ENCODE Processing Pipeline	5b6418e2e5f7eb60d75d41a377ed1533		https://www.encodeproject.org/files/ENCFF408OJF/@@download/ENCFF408OJF.bed.gz				released	s3://encode-public/2020/08/13/e2ac3462-739f-4223-808f-cfe6dca64ad7/ENCFF408OJF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/e2ac3462-739f-4223-808f-cfe6dca64ad7/ENCFF408OJF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, control low read depth, inconsistent platforms, low read depth		
ENCFF505HVQ	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DVA	TF ChIP-seq	/human-donors/ENCDO333AAA/	CL:0002553	fibroblast of lung	primary cell	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF408OJF/	1400252	ENCODE Processing Pipeline	08f97c127bb6d30674a5fff1ff45bfe2		https://www.encodeproject.org/files/ENCFF505HVQ/@@download/ENCFF505HVQ.bigBed				released	s3://encode-public/2020/08/13/c8d81b64-2ca2-4ee4-882a-dd1a082c0fab/ENCFF505HVQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/c8d81b64-2ca2-4ee4-882a-dd1a082c0fab/ENCFF505HVQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, control low read depth, inconsistent platforms, low read depth		
ENCFF946JYR	bigWig	bigWig		signal p-value	GRCh38	ENCSR224WWI	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1							/files/ENCFF430OFG/, /files/ENCFF702MJB/	812336039	ENCODE Processing Pipeline	8f3fec33685061cee50364e2af319951		https://www.encodeproject.org/files/ENCFF946JYR/@@download/ENCFF946JYR.bigWig				released	s3://encode-public/2020/09/24/7b88c697-e082-4c25-8c89-460078d5f9ce/ENCFF946JYR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/7b88c697-e082-4c25-8c89-460078d5f9ce/ENCFF946JYR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF170ORD	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR224WWI	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1							/files/ENCFF529BHM/	838224	ENCODE Processing Pipeline	23f45f99f35ffdf9c0a1501bd187922d		https://www.encodeproject.org/files/ENCFF170ORD/@@download/ENCFF170ORD.bigBed				released	s3://encode-public/2020/09/24/36b1aac9-44fc-4248-bd0f-3c32823c0ff9/ENCFF170ORD.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/36b1aac9-44fc-4248-bd0f-3c32823c0ff9/ENCFF170ORD.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF529BHM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR224WWI	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1							/files/ENCFF430OFG/, /files/ENCFF702MJB/, /files/ENCFF356LFX/	492428	ENCODE Processing Pipeline	f80c3bd15170a4e7299e79de5ccde7b8		https://www.encodeproject.org/files/ENCFF529BHM/@@download/ENCFF529BHM.bed.gz				released	s3://encode-public/2020/09/24/5605a629-b618-408b-bf57-11a246cab151/ENCFF529BHM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/5605a629-b618-408b-bf57-11a246cab151/ENCFF529BHM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF259WJT	bigWig	bigWig		signal p-value	GRCh38	ENCSR673WZL	TF ChIP-seq	/human-donors/ENCDO000ACX/	EFO:0002071	LNCAP	cell line	Homo sapiens	17β-hydroxy-5α-androstan-3-one	10 nM	4 hour							CTCF-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF500LMD/, /files/ENCFF159UUE/, /files/ENCFF369GEQ/, /files/ENCFF662GXR/	2336036670	ENCODE Processing Pipeline	ef74550a663f37773ac42ea655aa55ec		https://www.encodeproject.org/files/ENCFF259WJT/@@download/ENCFF259WJT.bigWig				released	s3://encode-public/2021/01/14/2cef92fb-d645-4da2-99db-ec94518b812f/ENCFF259WJT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/14/2cef92fb-d645-4da2-99db-ec94518b812f/ENCFF259WJT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance		
ENCFF053EYR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR673WZL	TF ChIP-seq	/human-donors/ENCDO000ACX/	EFO:0002071	LNCAP	cell line	Homo sapiens	17β-hydroxy-5α-androstan-3-one	10 nM	4 hour							CTCF-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF159UUE/, /files/ENCFF356LFX/, /files/ENCFF500LMD/, /files/ENCFF369GEQ/, /files/ENCFF662GXR/	776639	ENCODE Processing Pipeline	426afd12602532cf6157d5f6d6ce3af0		https://www.encodeproject.org/files/ENCFF053EYR/@@download/ENCFF053EYR.bed.gz				released	s3://encode-public/2021/01/14/cd60fcf7-585a-4ddb-9525-369e639a2406/ENCFF053EYR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/14/cd60fcf7-585a-4ddb-9525-369e639a2406/ENCFF053EYR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance		
ENCFF797RTH	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR673WZL	TF ChIP-seq	/human-donors/ENCDO000ACX/	EFO:0002071	LNCAP	cell line	Homo sapiens	17β-hydroxy-5α-androstan-3-one	10 nM	4 hour							CTCF-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF053EYR/	1594939	ENCODE Processing Pipeline	3d7204698d23b5452cad6205a524fe3e		https://www.encodeproject.org/files/ENCFF797RTH/@@download/ENCFF797RTH.bigBed				released	s3://encode-public/2021/01/14/65daa797-bdbf-4d7c-8d40-a58710188a6a/ENCFF797RTH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/14/65daa797-bdbf-4d7c-8d40-a58710188a6a/ENCFF797RTH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance		
ENCFF769GAB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR881YFU	TF ChIP-seq	/human-donors/ENCDO926KEV/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF883YRD/	1512276	ENCODE Processing Pipeline	da7019344c68515d251a7db22483065e		https://www.encodeproject.org/files/ENCFF769GAB/@@download/ENCFF769GAB.bigBed				released	s3://encode-public/2021/09/16/fbe7f278-a43d-4324-9cfb-d65f4d685d62/ENCFF769GAB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/fbe7f278-a43d-4324-9cfb-d65f4d685d62/ENCFF769GAB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF610GSX	bigWig	bigWig		signal p-value	GRCh38	ENCSR881YFU	TF ChIP-seq	/human-donors/ENCDO926KEV/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF944AYC/, /files/ENCFF921BLS/	803187292	ENCODE Processing Pipeline	7e29f9ffcc8634d1ab3d69696f0512e2		https://www.encodeproject.org/files/ENCFF610GSX/@@download/ENCFF610GSX.bigWig				released	s3://encode-public/2021/09/16/f7d0b464-dcb5-4212-a0fb-2f175b2819e5/ENCFF610GSX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/f7d0b464-dcb5-4212-a0fb-2f175b2819e5/ENCFF610GSX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF883YRD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR881YFU	TF ChIP-seq	/human-donors/ENCDO926KEV/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF944AYC/, /files/ENCFF921BLS/	713669	ENCODE Processing Pipeline	794763a3bb05b3bbd086be5b0337c27e		https://www.encodeproject.org/files/ENCFF883YRD/@@download/ENCFF883YRD.bed.gz				released	s3://encode-public/2021/09/16/a2d1f7e8-bb2e-4d81-8695-250b94fc253a/ENCFF883YRD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/a2d1f7e8-bb2e-4d81-8695-250b94fc253a/ENCFF883YRD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF768BJR	bigWig	bigWig		signal p-value	GRCh38	ENCSR614HHL	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000996	vagina	tissue	Homo sapiens										CTCF-human	DNA						2019-09-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF059MKS/, /files/ENCFF769HEC/	928477524	ENCODE Processing Pipeline	f9aedc5989d028190eb4a09fba3fa9c6		https://www.encodeproject.org/files/ENCFF768BJR/@@download/ENCFF768BJR.bigWig				released	s3://encode-public/2020/09/23/a40dce48-2a3f-476e-a006-c586c5d4548c/ENCFF768BJR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/a40dce48-2a3f-476e-a006-c586c5d4548c/ENCFF768BJR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF626XNO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR614HHL	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000996	vagina	tissue	Homo sapiens										CTCF-human	DNA						2019-09-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF059MKS/, /files/ENCFF769HEC/	364967	ENCODE Processing Pipeline	496dce367208e5aff4cb43705c2f6813		https://www.encodeproject.org/files/ENCFF626XNO/@@download/ENCFF626XNO.bed.gz				released	s3://encode-public/2020/09/23/28b9a320-1822-4be4-8e3d-f43380826245/ENCFF626XNO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/28b9a320-1822-4be4-8e3d-f43380826245/ENCFF626XNO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF026NYX	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR614HHL	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000996	vagina	tissue	Homo sapiens										CTCF-human	DNA						2019-09-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF626XNO/	634598	ENCODE Processing Pipeline	9a9774f08ffd2ad58f33b53d03982fdc		https://www.encodeproject.org/files/ENCFF026NYX/@@download/ENCFF026NYX.bigBed				released	s3://encode-public/2020/09/23/c0994cf6-0110-4cc3-bfa8-47f01332d8dc/ENCFF026NYX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/c0994cf6-0110-4cc3-bfa8-47f01332d8dc/ENCFF026NYX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF159IAM	bigWig	bigWig		signal p-value	GRCh38	ENCSR676LDQ	TF ChIP-seq	/human-donors/ENCDO847KYQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF980EHI/, /files/ENCFF750SFB/	883798930	ENCODE Processing Pipeline	ea97e904242dfb5137387dfe3ebeee57		https://www.encodeproject.org/files/ENCFF159IAM/@@download/ENCFF159IAM.bigWig				released	s3://encode-public/2021/09/16/4640a59e-b5ac-4908-8ba4-92ba9dfa2a20/ENCFF159IAM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/4640a59e-b5ac-4908-8ba4-92ba9dfa2a20/ENCFF159IAM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF696JOF	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR676LDQ	TF ChIP-seq	/human-donors/ENCDO847KYQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF113VJZ/	1775007	ENCODE Processing Pipeline	73cf3c57b599625b9818828353176346		https://www.encodeproject.org/files/ENCFF696JOF/@@download/ENCFF696JOF.bigBed				released	s3://encode-public/2021/09/16/28c909c0-f5f5-4a26-aa98-3d5358c58c71/ENCFF696JOF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/28c909c0-f5f5-4a26-aa98-3d5358c58c71/ENCFF696JOF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF113VJZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR676LDQ	TF ChIP-seq	/human-donors/ENCDO847KYQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF980EHI/, /files/ENCFF750SFB/, /files/ENCFF356LFX/	926173	ENCODE Processing Pipeline	ddefef9bf807636092d1e269972e1e30		https://www.encodeproject.org/files/ENCFF113VJZ/@@download/ENCFF113VJZ.bed.gz				released	s3://encode-public/2021/09/16/cd9b34f8-ba26-4d21-9701-2cd9594cb133/ENCFF113VJZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/cd9b34f8-ba26-4d21-9701-2cd9594cb133/ENCFF113VJZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF877ZYR	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DML	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										CTCF-human	DNA						2012-08-27	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF370SCP/, /files/ENCFF623SXA/, /files/ENCFF797MVP/	650900713	ENCODE Processing Pipeline	02dac6fa7cc47ffc4d1b4a61a005f621		https://www.encodeproject.org/files/ENCFF877ZYR/@@download/ENCFF877ZYR.bigWig				released	s3://encode-public/2020/09/26/cf9a04c6-a8b8-4109-8678-5fe5fda2933f/ENCFF877ZYR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/cf9a04c6-a8b8-4109-8678-5fe5fda2933f/ENCFF877ZYR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length		
ENCFF138LHE	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DML	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										CTCF-human	DNA						2012-08-27	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF370SCP/, /files/ENCFF623SXA/, /files/ENCFF356LFX/, /files/ENCFF797MVP/	823336	ENCODE Processing Pipeline	8ae7af51f6c00b96812fc10e5ab5b4e3		https://www.encodeproject.org/files/ENCFF138LHE/@@download/ENCFF138LHE.bed.gz				released	s3://encode-public/2020/09/26/695f8885-479d-4087-b90d-6d9e4f1a2c89/ENCFF138LHE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/695f8885-479d-4087-b90d-6d9e4f1a2c89/ENCFF138LHE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length		
ENCFF954TUV	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DML	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										CTCF-human	DNA						2012-08-27	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF138LHE/	1478409	ENCODE Processing Pipeline	18f4aea325b930436f610ee7a75baad4		https://www.encodeproject.org/files/ENCFF954TUV/@@download/ENCFF954TUV.bigBed				released	s3://encode-public/2020/09/26/8713e1ce-fe56-47cd-80a5-988696bb56bb/ENCFF954TUV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/8713e1ce-fe56-47cd-80a5-988696bb56bb/ENCFF954TUV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length		
ENCFF972IQB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR194WQV	TF ChIP-seq	/human-donors/ENCDO222AAA/	UBERON:0001285	nephron	organoid	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF492HPY/	1091524	ENCODE Processing Pipeline	99d3e2e6d418438acc07f2864ce39772		https://www.encodeproject.org/files/ENCFF972IQB/@@download/ENCFF972IQB.bigBed				released	s3://encode-public/2020/07/20/f3b3f21f-782f-44af-919a-332e8922a2b4/ENCFF972IQB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/20/f3b3f21f-782f-44af-919a-332e8922a2b4/ENCFF972IQB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF492HPY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR194WQV	TF ChIP-seq	/human-donors/ENCDO222AAA/	UBERON:0001285	nephron	organoid	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF380BFA/, /files/ENCFF356LFX/, /files/ENCFF407THQ/	633727	ENCODE Processing Pipeline	b82bdb60689e62c549edb10e9e12cd59		https://www.encodeproject.org/files/ENCFF492HPY/@@download/ENCFF492HPY.bed.gz				released	s3://encode-public/2020/07/20/2f25a67c-f59b-40dd-b3cd-d32491bf8c9a/ENCFF492HPY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/20/2f25a67c-f59b-40dd-b3cd-d32491bf8c9a/ENCFF492HPY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF435ROT	bigWig	bigWig		signal p-value	GRCh38	ENCSR194WQV	TF ChIP-seq	/human-donors/ENCDO222AAA/	UBERON:0001285	nephron	organoid	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF380BFA/, /files/ENCFF407THQ/	833103011	ENCODE Processing Pipeline	07c5ceac0f3da9ddc3d96bf0d18d546d		https://www.encodeproject.org/files/ENCFF435ROT/@@download/ENCFF435ROT.bigWig				released	s3://encode-public/2020/07/20/a89e62a8-ba0b-4dce-8e9b-39bd9c0dd037/ENCFF435ROT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/07/20/a89e62a8-ba0b-4dce-8e9b-39bd9c0dd037/ENCFF435ROT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF166PKA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR549TXG	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1							/files/ENCFF782UJX/	956007	ENCODE Processing Pipeline	aecc6211dccfbea46cf2d06bc4f4ca02		https://www.encodeproject.org/files/ENCFF166PKA/@@download/ENCFF166PKA.bigBed				released	s3://encode-public/2020/09/23/f3c05358-9059-476a-bbd2-dab105ba8d53/ENCFF166PKA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/f3c05358-9059-476a-bbd2-dab105ba8d53/ENCFF166PKA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF379GRR	bigWig	bigWig		signal p-value	GRCh38	ENCSR549TXG	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1							/files/ENCFF875XVX/, /files/ENCFF222VGM/, /files/ENCFF920KZO/	1141339216	ENCODE Processing Pipeline	f95647b8d48ef6b98b01c1c5009fb2b8		https://www.encodeproject.org/files/ENCFF379GRR/@@download/ENCFF379GRR.bigWig				released	s3://encode-public/2020/09/23/8973ff07-02fa-4cdc-b888-a53404e7e86e/ENCFF379GRR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/8973ff07-02fa-4cdc-b888-a53404e7e86e/ENCFF379GRR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
